"Lat","Long","Month","Day","Year","Chlorophyll a, total","Divinyl chlorophyll a","Chlorophyll b","Divinyl chlorophyll b","19-Hexanoyloxyfucoxanthin","19-Butanoyloxyfucoxanthin","Fucoxanthin","Peridinin","Alloxanthin","Zeaxanthin"
"-1.315","-88.980","9","7","2000","0.52161","0","0.05551832768","NaN","0.2633463051","0.07927416949","0.1207368136","0.06367317514","0","0.06322616949"
"-1.363","-88.913","9","7","2000","0.50933","0","0.05340989831","NaN","0.2422759322","0.07721550282","0.1141912768","0.05590653107","0","0.05532718644"
"-1.410","-88.838","9","7","2000","0.51558","0.04710888136","0.05027435028","NaN","0.1993307119","0.06522743503","0.09047936723","0.05016334463","0","0.04910413559"
"-1.450","-88.772","9","7","2000","0.35842","0","0.05264474791","NaN","0.1987220316","0.06411875721","0.09204738977","0.04436028279","0","0.05373876837"
"-1.501","-88.701","9","7","2000","0.33687","0","0.05330205767","NaN","0.1923850716","0.06188729302","0.08847380093","0.03993160186","0","0.0522692093"
"-1.556","-88.630","9","7","2000","0.37021","0","0.04695196596","NaN","0.2000634128","0.05929113191","0.09263412766","0.03240525957","0","0.04352839149"
"-1.562","-88.625","9","7","2000","0.33463","0","0.04851757395","NaN","0.1904230326","0.05210779535","0.09375293023","0.03877915535","0","0.04622161116"
"-1.624","-88.533","9","7","2000","0.31909","0","0.04965604465","NaN","0.1569228726","0.05084901209","0.07246653767","0.03128570791","0","0.05313481674"
"-1.685","-88.442","9","7","2000","0.27440","0","0.04548522419","NaN","0.1387264967","0.04230438698","0.06626384372","0.02740500837","0","0.05293020279"
"-1.740","-88.358","9","7","2000","0.43916","0.06330385116","0.04575828837","NaN","0.1277574028","0.04340349767","0.06926692465","0.01679600372","0","0.05809960186"
"-1.793","-88.275","9","7","2000","0.27930","0","0.03967954605","NaN","0.12104448","0.04022080744","0.06275017674","0.0202203907","0","0.04993951256"
"-1.852","-88.184","9","7","2000","0.25949","0","0.03834715535","NaN","0.101541946","0.03744151814","0.04877074605","0.01761629023","0","0.0518909693"
"-1.909","-88.099","9","7","2000","0.28603","0.04289940837","0.03782326326","NaN","0.08603685209","0.03572957023","0.04256856558","0.01354794419","0","0.04511649488"
"-1.965","-88.014","9","7","2000","0.29936","0.03935569116","0.03984261209","NaN","0.0888527107","0.03547030326","0.04011083163","0.01269780837","0","0.0519886214"
"-2.018","-87.929","9","7","2000","0.28625","0.03703656558","0.03920704744","NaN","0.08230725209","0.03436094512","0.04061076837","0","0","0.03917416186"
"-2.072","-87.846","9","7","2000","0.32757","0.02395451163","0.04789261395","NaN","0.09068825302","0.03661681116","0.04344243349","0.01303081674","0","0.03764965953"
"-2.133","-87.752","9","8","2000","0.33732","0.03111576558","0.05462183442","NaN","0.08770635907","0.03455093581","0.05069378233","0.01341635721","0","0.03523664372"
"-2.188","-87.662","9","8","2000","0.38612","0.04413214884","0.05861579163","NaN","0.1201772651","0.03928741953","0.06852725581","0.01448146605","0","0.03207279628"
"-2.249","-87.570","9","8","2000","0.35260","0.02306368744","0.0587751293","NaN","0.1146963349","0.03700786605","0.06311915163","0.01198986419","0","0.02903872744"
"-2.312","-87.486","9","8","2000","0.41899","0.0434461507","0.07744996465","NaN","0.1522100316","0.04523283349","0.0867301507","0.01646357581","0","0.02976524651"
